,CO,NO2,O3
8024,0.5,49.0,375.0
8025,0.4,-200.0,337.0
8026,0.5,54.0,451.0
8027,0.6,69.0,600.0
8028,0.6,92.0,712.0
8029,1.0,146.0,931.0
8030,2.1,224.0,1332.0
8031,2.9,253.0,1520.0
8032,2.2,225.0,1223.0
8033,1.6,180.0,1122.0
8034,1.8,194.0,1099.0
8035,1.5,158.0,904.0
8036,2.2,184.0,1022.0
8037,1.6,165.0,719.0
8038,1.5,156.0,609.0
8039,1.8,172.0,-200.0
8040,1.8,194.0,-200.0
8041,2.3,208.0,-200.0
8042,1.9,187.0,-200.0
8043,1.9,187.0,-200.0
8044,1.1,127.0,-200.0
8045,0.9,107.0,-200.0
8046,0.8,99.0,-200.0
8047,0.9,100.0,-200.0
8048,0.7,73.0,-200.0
8049,0.8,-200.0,-200.0
8050,-200.0,83.0,-200.0
8051,0.7,92.0,-200.0
8052,0.6,100.0,-200.0
8053,1.0,149.0,-200.0
8054,1.7,231.0,-200.0
8055,2.7,245.0,-200.0
8056,3.3,203.0,-200.0
8057,2.1,165.0,-200.0
8058,2.0,168.0,-200.0
8059,2.0,151.0,-200.0
8060,2.3,152.0,-200.0
8061,2.0,144.0,-200.0
8062,2.1,148.0,-200.0
8063,2.3,176.0,-200.0
8064,3.1,209.0,-200.0
8065,3.9,240.0,-200.0
8066,3.8,223.0,-200.0
8067,2.9,187.0,-200.0
8068,2.2,157.0,-200.0
8069,1.9,123.0,-200.0
8070,2.0,126.0,-200.0
8071,1.8,106.0,-200.0
8072,1.6,95.0,-200.0
8073,1.5,-200.0,-200.0
8074,1.4,87.0,-200.0
8075,1.5,88.0,-200.0
8076,1.7,134.0,-200.0
8077,1.9,156.0,-200.0
8078,3.3,247.0,-200.0
8079,3.8,289.0,-200.0
8080,4.3,250.0,-200.0
8081,3.7,232.0,-200.0
8082,2.7,185.0,-200.0
8083,2.2,147.0,-200.0
8084,2.4,128.0,-200.0
8085,2.2,131.0,-200.0
8086,2.3,135.0,-200.0
8087,2.6,149.0,-200.0
8088,4.2,209.0,-200.0
8089,6.2,243.0,-200.0
8090,8.4,276.0,-200.0
8091,4.5,225.0,-200.0
8092,2.7,194.0,-200.0
8093,2.4,164.0,-200.0
8094,2.3,148.0,-200.0
8095,2.2,136.0,-200.0
8096,2.0,116.0,-200.0
8097,1.6,-200.0,-200.0
8098,1.6,91.0,-200.0
8099,1.5,87.0,-200.0
8100,1.7,123.0,-200.0
8101,1.8,152.0,-200.0
8102,3.8,267.0,-200.0
8103,5.9,296.0,-200.0
8104,5.4,291.0,-200.0
8105,4.7,276.0,-200.0
8106,4.3,250.0,-200.0
8107,5.4,251.0,-200.0
8108,5.8,275.0,-200.0
8109,6.1,312.0,-200.0
8110,7.1,340.0,-200.0
8111,6.6,326.0,-200.0
8112,6.5,284.0,-200.0
8113,7.1,289.0,-200.0
8114,4.9,215.0,-200.0
8115,4.0,207.0,2141.0
8116,4.0,213.0,2023.0
8117,3.6,192.0,1967.0
8118,4.2,211.0,1931.0
8119,4.3,229.0,1889.0
8120,3.6,216.0,1699.0
8121,2.5,-200.0,1467.0
8122,-200.0,146.0,1390.0
8123,1.4,136.0,1371.0
8124,1.4,156.0,1427.0
8125,1.6,176.0,1489.0
8126,2.3,224.0,1610.0
8127,2.4,207.0,1619.0
8128,2.7,221.0,1706.0
8129,3.4,229.0,1882.0
8130,3.1,208.0,1911.0
8131,3.6,207.0,1943.0
8132,3.8,216.0,2020.0
8133,3.3,224.0,1999.0
8134,3.4,225.0,2008.0
8135,3.7,227.0,2026.0
8136,4.6,248.0,2225.0
8137,5.0,251.0,2317.0
8138,5.7,265.0,2426.0
8139,5.2,262.0,2355.0
8140,5.0,241.0,2375.0
8141,4.5,231.0,2494.0
8142,4.1,229.0,2411.0
8143,4.1,221.0,2226.0
8144,3.1,180.0,1808.0
8145,2.7,-200.0,1571.0
8146,2.8,140.0,1548.0
8147,2.9,153.0,1541.0
8148,2.6,150.0,1441.0
8149,2.6,145.0,1396.0
8150,2.8,149.0,1411.0
8151,3.3,155.0,1497.0
8152,3.2,158.0,1619.0
8153,3.3,188.0,1590.0
8154,1.5,154.0,1163.0
8155,1.2,107.0,1001.0
8156,1.1,92.0,822.0
8157,1.7,106.0,773.0
8158,1.0,90.0,588.0
8159,1.0,100.0,610.0
8160,2.6,132.0,1000.0
8161,2.5,211.0,1048.0
8162,2.1,179.0,1002.0
8163,1.0,116.0,711.0
8164,1.3,143.0,1024.0
8165,1.5,142.0,1054.0
8166,1.4,135.0,994.0
8167,1.6,136.0,1031.0
8168,1.1,109.0,884.0
8169,0.7,-200.0,794.0
8170,0.5,62.0,688.0
8171,0.4,49.0,617.0
8172,0.7,81.0,818.0
8173,0.7,104.0,690.0
8174,2.3,176.0,1291.0
8175,2.5,193.0,1200.0
8176,1.7,168.0,1127.0
8177,2.5,123.0,1582.0
8178,2.1,111.0,700.0
8179,1.1,120.0,693.0
8180,1.3,123.0,709.0
8181,1.1,115.0,671.0
8182,1.1,120.0,632.0
8183,1.4,140.0,716.0
8184,2.3,185.0,1059.0
8185,4.2,212.0,1329.0
8186,3.5,200.0,1196.0
8187,3.0,191.0,1131.0
8188,1.7,169.0,977.0
8189,1.6,139.0,963.0
8190,1.0,102.0,581.0
8191,0.8,76.0,432.0
8192,0.6,56.0,352.0
8193,0.4,-200.0,348.0
8194,-200.0,30.0,312.0
8195,0.3,28.0,296.0
8196,0.4,56.0,385.0
8197,0.5,94.0,586.0
8198,1.5,196.0,987.0
8199,2.1,220.0,1035.0
8200,1.6,168.0,782.0
8201,1.0,133.0,511.0
8202,1.2,134.0,566.0
8203,1.3,138.0,642.0
8204,1.4,135.0,591.0
8205,1.0,111.0,461.0
8206,1.4,124.0,609.0
8207,1.5,158.0,821.0
8208,2.4,181.0,1163.0
8209,2.8,185.0,1405.0
8210,3.1,187.0,1405.0
8211,3.1,196.0,1429.0
8212,2.0,174.0,1284.0
8213,2.1,182.0,1409.0
8214,1.9,182.0,1376.0
8215,2.5,193.0,1421.0
8216,2.0,174.0,1356.0
8217,1.4,-200.0,1296.0
8218,1.1,142.0,1202.0
8219,0.8,137.0,1206.0
8220,0.9,140.0,1305.0
8221,1.6,201.0,1485.0
8222,3.6,288.0,1643.0
8223,3.3,260.0,1459.0
8224,2.1,206.0,1152.0
8225,1.3,98.0,885.0
8226,1.1,138.0,770.0
8227,1.5,139.0,852.0
8228,1.5,137.0,830.0
8229,1.6,155.0,867.0
8230,1.5,155.0,881.0
8231,1.6,148.0,975.0
8232,2.2,153.0,1136.0
8233,3.4,171.0,1434.0
8234,5.6,227.0,1746.0
8235,5.2,251.0,1592.0
8236,2.8,216.0,1341.0
8237,2.4,200.0,1208.0
8238,2.7,192.0,1334.0
8239,2.6,187.0,1208.0
8240,2.3,173.0,1196.0
8241,1.0,-200.0,931.0
8242,0.6,64.0,656.0
8243,0.5,46.0,478.0
8244,0.5,51.0,489.0
8245,1.0,115.0,893.0
8246,2.6,238.0,1322.0
8247,2.7,202.0,1280.0
8248,1.8,167.0,943.0
8249,1.2,139.0,772.0
8250,1.3,147.0,826.0
8251,1.4,130.0,808.0
8252,1.8,143.0,901.0
8253,1.3,143.0,763.0
8254,1.4,136.0,722.0
8255,1.4,143.0,735.0
8256,2.4,177.0,1047.0
8257,2.8,198.0,1163.0
8258,3.3,200.0,1244.0
8259,2.5,191.0,1025.0
8260,2.1,169.0,982.0
8261,1.2,106.0,607.0
8262,1.2,105.0,616.0
8263,1.3,130.0,654.0
8264,1.0,82.0,479.0
8265,0.8,-200.0,487.0
8266,-200.0,45.0,382.0
8267,0.4,35.0,350.0
8268,0.5,60.0,438.0
8269,0.7,90.0,578.0
8270,2.1,205.0,1140.0
8271,2.5,199.0,1203.0
8272,2.0,153.0,1000.0
8273,1.4,163.0,806.0
8274,1.3,152.0,724.0
8275,1.4,146.0,690.0
8276,1.6,146.0,757.0
8277,1.7,134.0,818.0
8278,1.8,164.0,936.0
8279,2.4,141.0,1133.0
8280,2.8,204.0,1298.0
8281,3.3,210.0,1387.0
8282,4.8,250.0,1502.0
8283,2.8,202.0,1273.0
8284,2.4,190.0,1271.0
8285,2.9,236.0,1464.0
8286,2.7,250.0,1384.0
8287,2.1,219.0,1281.0
8288,1.5,156.0,1083.0
8289,1.2,-200.0,989.0
8290,0.9,98.0,911.0
8291,0.8,89.0,893.0
8292,0.8,104.0,894.0
8293,1.1,148.0,1018.0
8294,1.9,194.0,1191.0
8295,2.5,231.0,1285.0
8296,2.2,200.0,1219.0
8297,2.1,217.0,1370.0
8298,2.3,210.0,1317.0
8299,1.2,126.0,818.0
8300,1.2,118.0,683.0
8301,1.1,114.0,573.0
8302,1.1,117.0,595.0
8303,1.4,140.0,774.0
8304,1.7,168.0,1059.0
8305,2.5,202.0,1326.0
8306,2.7,211.0,1494.0
8307,3.1,231.0,1559.0
8308,2.8,214.0,1575.0
8309,1.9,181.0,1447.0
8310,1.9,173.0,1367.0
8311,1.7,169.0,1230.0
8312,2.2,174.0,1396.0
8313,1.6,-200.0,1191.0
8314,1.5,130.0,1009.0
8315,0.8,72.0,572.0
8316,0.5,40.0,420.0
8317,0.5,56.0,453.0
8318,0.7,81.0,520.0
8319,0.7,81.0,531.0
8320,0.9,88.0,579.0
8321,1.0,94.0,570.0
8322,1.1,97.0,571.0
8323,1.1,112.0,582.0
8324,1.0,104.0,551.0
8325,1.1,107.0,634.0
8326,1.3,114.0,633.0
8327,1.2,115.0,613.0
8328,1.3,127.0,702.0
8329,1.1,119.0,649.0
8330,1.5,149.0,841.0
8331,1.4,140.0,795.0
8332,1.1,105.0,638.0
8333,1.3,116.0,663.0
8334,1.4,112.0,610.0
8335,1.1,80.0,480.0
8336,0.8,59.0,404.0
8337,0.6,-200.0,357.0
8338,-200.0,36.0,348.0
8339,0.5,49.0,399.0
8340,0.6,63.0,464.0
8341,1.2,123.0,699.0
8342,2.2,164.0,1006.0
8343,2.9,218.0,1206.0
8344,2.9,254.0,1122.0
8345,2.0,210.0,1069.0
8346,1.7,208.0,1062.0
8347,2.2,204.0,1162.0
8348,1.8,172.0,1010.0
8349,1.6,157.0,931.0
8350,1.9,181.0,1025.0
8351,2.2,194.0,1110.0
8352,2.2,193.0,979.0
8353,4.9,252.0,1409.0
8354,6.3,283.0,1438.0
8355,2.7,208.0,1083.0
8356,1.4,143.0,916.0
8357,1.2,124.0,825.0
8358,0.8,89.0,704.0
8359,0.8,85.0,668.0
8360,0.7,66.0,512.0
8361,0.4,-200.0,385.0
8362,0.4,46.0,377.0
8363,0.5,60.0,467.0
8364,0.9,117.0,691.0
8365,1.5,178.0,981.0
8366,3.8,295.0,1369.0
8367,5.4,243.0,1589.0
8368,3.5,255.0,1370.0
8369,1.7,201.0,1005.0
8370,2.0,208.0,1105.0
8371,2.1,212.0,1142.0
8372,3.0,238.0,1105.0
8373,2.1,201.0,917.0
8374,2.5,218.0,1050.0
8375,2.2,222.0,848.0
8376,2.4,206.0,952.0
8377,3.6,251.0,1059.0
8378,2.6,190.0,720.0
8379,2.7,218.0,981.0
8380,1.4,150.0,648.0
8381,0.9,111.0,611.0
8382,1.5,142.0,773.0
8383,1.1,119.0,703.0
8384,0.8,87.0,560.0
8385,0.6,-200.0,499.0
8386,0.6,70.0,575.0
8387,0.6,68.0,478.0
8388,0.6,66.0,442.0
8389,0.7,117.0,602.0
8390,1.7,197.0,936.0
8391,1.9,198.0,870.0
8392,1.4,167.0,688.0
8393,1.3,180.0,706.0
8394,1.2,169.0,756.0
8395,1.9,210.0,974.0
8396,2.5,232.0,1121.0
8397,2.3,223.0,1064.0
8398,2.3,224.0,1076.0
8399,2.5,238.0,1090.0
8400,2.8,249.0,1119.0
8401,2.7,223.0,1181.0
8402,3.1,244.0,1240.0
8403,2.9,243.0,1254.0
8404,2.6,226.0,1192.0
8405,1.5,167.0,1020.0
8406,1.6,172.0,916.0
8407,1.1,120.0,798.0
8408,0.9,100.0,762.0
8409,0.7,-200.0,685.0
8410,-200.0,86.0,619.0
8411,0.6,81.0,606.0
8412,0.8,131.0,788.0
8413,1.5,170.0,947.0
8414,3.1,267.0,1254.0
8415,3.8,269.0,1352.0
8416,2.7,244.0,1165.0
8417,1.8,232.0,1025.0
8418,1.4,196.0,941.0
8419,1.7,195.0,1000.0
8420,1.9,189.0,962.0
8421,2.2,212.0,1214.0
8422,3.0,267.0,1428.0
8423,3.0,262.0,1484.0
8424,3.9,270.0,1658.0
8425,4.0,260.0,1632.0
8426,3.9,265.0,1628.0
8427,3.5,262.0,1481.0
8428,2.4,227.0,1205.0
8429,2.1,192.0,1106.0
8430,2.5,202.0,1106.0
8431,2.1,189.0,1092.0
8432,1.5,157.0,984.0
8433,1.1,-200.0,889.0
8434,1.0,97.0,848.0
8435,0.8,100.0,771.0
8436,1.0,146.0,895.0
8437,1.4,175.0,1003.0
8438,3.6,-200.0,1442.0
8439,5.8,-200.0,1727.0
8440,4.2,190.0,1606.0
8441,3.3,166.0,1354.0
8442,1.7,153.0,914.0
8443,2.1,167.0,913.0
8444,2.2,137.0,847.0
8445,1.8,140.0,778.0
8446,2.0,150.0,835.0
8447,2.3,152.0,903.0
8448,2.8,177.0,1157.0
8449,3.4,189.0,1237.0
8450,4.0,195.0,1253.0
8451,2.3,179.0,1130.0
8452,2.7,188.0,1373.0
8453,2.7,170.0,1338.0
8454,2.8,161.0,1268.0
8455,2.1,145.0,1125.0
8456,1.9,136.0,1054.0
8457,2.1,-200.0,1090.0
8458,1.7,122.0,1029.0
8459,1.3,115.0,882.0
8460,0.9,103.0,717.0
8461,1.0,108.0,599.0
8462,1.0,124.0,687.0
8463,1.5,133.0,706.0
8464,1.5,124.0,682.0
8465,1.4,116.0,629.0
8466,2.4,113.0,664.0
8467,2.8,117.0,664.0
8468,2.9,118.0,630.0
8469,2.6,108.0,524.0
8470,2.5,98.0,488.0
8471,2.7,117.0,609.0
8472,2.8,126.0,684.0
8473,3.0,142.0,788.0
8474,3.7,157.0,1030.0
8475,3.5,161.0,1026.0
8476,3.8,169.0,1182.0
8477,4.3,166.0,1284.0
8478,4.8,189.0,1371.0
8479,4.2,184.0,1234.0
8480,3.3,145.0,1060.0
8481,3.0,-200.0,1038.0
8482,-200.0,119.0,970.0
8483,1.0,87.0,751.0
8484,0.9,77.0,742.0
8485,1.1,112.0,879.0
8486,1.1,118.0,871.0
8487,1.2,124.0,890.0
8488,1.7,144.0,1059.0
8489,1.6,128.0,808.0
8490,1.4,120.0,616.0
8491,1.8,131.0,609.0
8492,1.1,115.0,471.0
8493,0.9,82.0,391.0
8494,1.1,100.0,398.0
8495,1.1,111.0,419.0
8496,1.2,132.0,509.0
8497,1.6,155.0,723.0
8498,2.6,181.0,888.0
8499,1.5,155.0,596.0
8500,1.0,105.0,451.0
8501,1.3,119.0,581.0
8502,1.6,150.0,698.0
8503,1.0,94.0,423.0
8504,0.6,56.0,332.0
8505,0.4,-200.0,280.0
8506,0.3,28.0,261.0
8507,0.3,25.0,252.0
8508,0.3,31.0,257.0
8509,0.4,66.0,308.0
8510,1.0,111.0,456.0
8511,1.2,122.0,527.0
8512,1.0,115.0,475.0
8513,0.9,123.0,434.0
8514,0.8,119.0,385.0
8515,1.1,125.0,435.0
8516,1.0,110.0,421.0
8517,0.8,111.0,371.0
8518,0.9,114.0,382.0
8519,0.9,114.0,408.0
8520,2.0,140.0,676.0
8521,2.4,141.0,798.0
8522,2.5,142.0,793.0
8523,1.6,123.0,573.0
8524,0.9,90.0,402.0
8525,0.7,79.0,343.0
8526,0.6,69.0,322.0
8527,0.6,60.0,307.0
8528,0.4,37.0,268.0
8529,0.2,-200.0,227.0
8530,0.2,27.0,221.0
8531,0.2,30.0,225.0
8532,0.2,33.0,232.0
8533,0.5,84.0,313.0
8534,1.5,147.0,629.0
8535,1.9,143.0,790.0
8536,1.4,122.0,630.0
8537,0.9,109.0,472.0
8538,0.7,95.0,378.0
8539,0.8,94.0,384.0
8540,1.0,102.0,426.0
8541,0.9,107.0,442.0
8542,1.0,113.0,467.0
8543,0.9,110.0,448.0
8544,1.4,116.0,582.0
8545,2.1,148.0,892.0
8546,2.8,156.0,1006.0
8547,2.2,159.0,852.0
8548,1.0,116.0,543.0
8549,1.1,110.0,529.0
8550,0.9,102.0,465.0
8551,0.8,93.0,405.0
8552,0.6,67.0,332.0
8553,0.5,-200.0,420.0
8554,-200.0,75.0,532.0
8555,0.4,73.0,630.0
8556,0.5,96.0,768.0
8557,0.7,110.0,866.0
8558,2.4,150.0,1254.0
8559,2.8,169.0,1347.0
8560,2.0,181.0,1216.0
8561,2.2,187.0,1151.0
8562,1.4,146.0,699.0
8563,1.2,131.0,584.0
8564,1.9,161.0,836.0
8565,1.3,143.0,626.0
8566,2.0,176.0,878.0
8567,2.0,178.0,952.0
8568,3.4,207.0,1460.0
8569,5.1,240.0,1855.0
8570,5.3,236.0,1860.0
8571,2.8,199.0,1629.0
8572,1.6,170.0,1454.0
8573,1.4,153.0,1348.0
8574,1.4,140.0,1326.0
8575,1.4,138.0,1285.0
8576,1.1,117.0,1205.0
8577,0.9,-200.0,1220.0
8578,1.0,119.0,1448.0
8579,1.0,108.0,1433.0
8580,1.2,121.0,1447.0
8581,1.4,136.0,1481.0
8582,3.0,175.0,1785.0
8583,4.2,211.0,1756.0
8584,2.1,186.0,1368.0
8585,2.0,177.0,1197.0
8586,1.6,147.0,1084.0
8587,1.4,150.0,1039.0
8588,1.6,148.0,961.0
8589,1.5,151.0,964.0
8590,1.7,151.0,941.0
8591,1.9,165.0,1111.0
8592,3.8,197.0,1459.0
8593,5.4,228.0,1519.0
8594,4.2,196.0,1412.0
8595,3.8,192.0,1336.0
8596,2.3,161.0,1285.0
8597,2.1,156.0,1240.0
8598,2.3,158.0,1282.0
8599,2.3,154.0,1189.0
8600,1.7,138.0,1117.0
8601,1.2,-200.0,1024.0
8602,0.6,92.0,744.0
8603,0.9,103.0,928.0
8604,1.1,117.0,1006.0
8605,1.9,139.0,1173.0
8606,3.7,167.0,1568.0
8607,6.1,205.0,1913.0
8608,4.6,216.0,1643.0
8609,3.3,192.0,1605.0
8610,3.3,188.0,1668.0
8611,3.4,189.0,1710.0
8612,3.6,192.0,1632.0
8613,3.9,194.0,1545.0
8614,4.8,217.0,1557.0
8615,3.9,178.0,1529.0
8616,3.6,183.0,1430.0
8617,3.6,189.0,1509.0
8618,4.6,225.0,1615.0
8619,2.3,175.0,1242.0
8620,1.6,153.0,1065.0
8621,1.8,156.0,1180.0
8622,2.2,172.0,1158.0
8623,2.1,164.0,1216.0
8624,1.7,157.0,971.0
8625,1.5,-200.0,1076.0
8626,-200.0,136.0,1011.0
8627,1.1,110.0,813.0
8628,1.1,128.0,1001.0
8629,0.8,132.0,655.0
8630,1.3,156.0,933.0
8631,2.3,185.0,1088.0
8632,1.1,121.0,562.0
8633,1.1,117.0,586.0
8634,1.5,133.0,617.0
8635,1.6,136.0,705.0
8636,2.2,162.0,814.0
8637,1.5,132.0,615.0
8638,1.8,162.0,804.0
8639,2.0,159.0,861.0
8640,1.9,156.0,980.0
8641,2.5,177.0,1077.0
8642,2.6,185.0,1214.0
8643,3.2,199.0,1169.0
8644,2.2,166.0,1079.0
8645,1.9,152.0,1147.0
8646,2.4,170.0,1260.0
8647,1.8,160.0,929.0
8648,0.9,100.0,465.0
8649,0.8,-200.0,398.0
8650,0.7,57.0,342.0
8651,0.6,48.0,313.0
8652,0.5,32.0,292.0
8653,0.6,72.0,367.0
8654,0.6,86.0,387.0
8655,0.7,79.0,399.0
8656,0.7,87.0,376.0
8657,0.9,85.0,377.0
8658,1.0,97.0,379.0
8659,1.0,96.0,387.0
8660,1.4,113.0,552.0
8661,3.0,163.0,930.0
8662,1.5,146.0,554.0
8663,1.7,167.0,723.0
8664,2.3,162.0,875.0
8665,2.5,194.0,949.0
8666,2.1,185.0,869.0
8667,1.5,158.0,747.0
8668,1.4,156.0,740.0
8669,1.4,157.0,807.0
8670,1.4,141.0,653.0
8671,1.2,116.0,553.0
8672,0.9,84.0,412.0
8673,0.6,-200.0,289.0
8674,0.4,34.0,262.0
8675,0.4,45.0,288.0
8676,0.5,59.0,310.0
8677,0.7,99.0,418.0
8678,1.5,165.0,769.0
8679,1.9,168.0,881.0
8680,1.6,169.0,816.0
8681,1.4,162.0,684.0
8682,1.3,155.0,627.0
8683,1.3,136.0,523.0
8684,1.2,124.0,502.0
8685,1.3,158.0,604.0
8686,1.4,167.0,682.0
8687,1.7,176.0,846.0
8688,2.5,204.0,1027.0
8689,3.8,209.0,1315.0
8690,4.2,224.0,1363.0
8691,2.8,211.0,1236.0
8692,1.5,174.0,1076.0
8693,1.8,181.0,1200.0
8694,1.5,157.0,1081.0
8695,1.5,154.0,1174.0
8696,1.2,147.0,1033.0
8697,0.8,-200.0,900.0
8698,-200.0,101.0,853.0
8699,0.7,114.0,886.0
8700,0.7,134.0,949.0
8701,1.3,144.0,1037.0
8702,3.4,182.0,1571.0
8703,5.5,223.0,1885.0
8704,4.1,219.0,1683.0
8705,3.0,215.0,1412.0
8706,1.9,191.0,1006.0
8707,1.8,162.0,855.0
8708,2.1,165.0,964.0
8709,2.3,171.0,886.0
8710,2.3,164.0,947.0
8711,2.0,168.0,984.0
8712,3.1,204.0,1450.0
8713,5.1,242.0,1837.0
8714,5.9,246.0,1899.0
8715,3.2,215.0,1629.0
8716,2.4,206.0,1490.0
8717,1.4,167.0,1319.0
8718,1.4,145.0,1247.0
8719,1.3,133.0,1144.0
8720,1.0,117.0,1014.0
8721,0.8,-200.0,885.0
8722,0.8,90.0,875.0
8723,0.9,112.0,971.0
8724,0.9,120.0,1048.0
8725,1.7,141.0,1223.0
8726,4.3,190.0,1756.0
8727,6.0,215.0,2014.0
8728,3.8,215.0,1855.0
8729,3.3,235.0,1795.0
8730,2.3,194.0,1575.0
8731,2.4,159.0,1461.0
8732,2.2,123.0,1314.0
8733,1.9,121.0,1147.0
8734,1.7,102.0,948.0
8735,1.9,114.0,1252.0
8736,3.8,168.0,1676.0
8737,5.3,207.0,2056.0
8738,5.9,199.0,2088.0
8739,5.5,192.0,1945.0
8740,2.0,148.0,1482.0
8741,1.8,137.0,1448.0
8742,1.6,123.0,1304.0
8743,1.3,109.0,1186.0
8744,1.1,98.0,1051.0
8745,1.1,-200.0,1038.0
8746,1.0,94.0,969.0
8747,0.8,95.0,951.0
8748,0.9,101.0,970.0
8749,1.3,100.0,1090.0
8750,4.1,150.0,1673.0
8751,3.9,168.0,1833.0
8752,3.5,199.0,1828.0
8753,2.7,168.0,1724.0
8754,2.3,161.0,1547.0
8755,2.3,-200.0,1300.0
8756,2.1,145.0,1000.0
8757,2.2,148.0,942.0
8758,1.8,131.0,745.0
8759,1.9,137.0,941.0
8760,2.7,163.0,1232.0
8761,4.7,219.0,1527.0
8762,5.4,245.0,1746.0
8763,4.2,229.0,1741.0
8764,2.1,184.0,1433.0
8765,1.4,151.0,1235.0
8766,1.4,133.0,1173.0
8767,1.4,135.0,1171.0
8768,1.0,111.0,1024.0
8769,0.8,90.0,928.0
8770,-200.0,91.0,956.0
8771,0.7,89.0,871.0
8772,0.6,89.0,884.0
8773,0.2,117.0,1010.0
8774,1.5,141.0,1416.0
8775,3.5,189.0,1817.0
8776,3.0,211.0,1870.0
8777,3.0,235.0,-200.0
8778,1.0,162.0,1305.0
8779,1.5,172.0,1205.0
8780,2.2,182.0,1339.0
8781,1.7,180.0,1161.0
8782,1.1,156.0,996.0
8783,1.3,168.0,906.0
8784,1.5,181.0,1161.0
8785,3.4,226.0,1695.0
8786,3.8,231.0,1705.0
8787,2.8,222.0,1379.0
8788,0.8,165.0,943.0
8789,0.5,151.0,1073.0
8790,1.0,174.0,1213.0
8791,0.4,145.0,898.0
8792,0.4,147.0,1094.0
8793,0.3,134.0,1064.0
8794,-200.0,85.0,655.0
8795,-200.0,55.0,470.0
8796,-200.0,65.0,443.0
8797,-200.0,84.0,547.0
8798,0.1,88.0,570.0
8799,0.2,109.0,782.0
8800,0.6,130.0,744.0
8801,0.7,137.0,791.0
8802,0.6,145.0,749.0
8803,0.3,128.0,615.0
8804,0.5,129.0,681.0
8805,0.2,105.0,515.0
8806,0.4,114.0,583.0
8807,0.7,146.0,728.0
8808,0.9,156.0,827.0
8809,0.8,152.0,844.0
8810,2.4,201.0,1310.0
8811,3.3,221.0,1353.0
8812,0.9,157.0,907.0
8813,0.1,114.0,646.0
8814,0.1,107.0,482.0
8815,0.1,113.0,526.0
8816,0.2,118.0,595.0
8817,-200.0,69.0,416.0
8818,-200.0,63.0,398.0
8819,-200.0,61.0,394.0
8820,-200.0,42.0,312.0
8821,-200.0,68.0,381.0
8822,-200.0,120.0,509.0
8823,0.1,112.0,601.0
8824,0.3,148.0,962.0
8825,1.0,160.0,1231.0
8826,1.6,164.0,1396.0
8827,1.4,159.0,1297.0
8828,0.3,110.0,616.0
8829,0.1,82.0,509.0
8830,0.3,102.0,590.0
8831,0.5,119.0,718.0
8832,0.8,135.0,898.0
8833,3.2,215.0,1577.0
8834,2.8,211.0,1560.0
8835,1.0,172.0,1208.0
8836,0.9,166.0,1244.0
8837,0.9,168.0,1181.0
8838,0.4,134.0,828.0
8839,0.4,122.0,923.0
8840,0.3,123.0,1096.0
8841,0.1,104.0,1106.0
8842,-200.0,90.0,976.0
8843,0.8,85.0,937.0
8844,1.0,103.0,1049.0
8845,1.6,127.0,1180.0
8846,3.5,163.0,1514.0
8847,4.0,155.0,1771.0
8848,3.5,170.0,1395.0
8849,1.6,141.0,1024.0
8850,1.5,123.0,946.0
8851,1.5,124.0,864.0
8852,1.7,126.0,889.0
8853,1.6,128.0,903.0
8854,2.4,158.0,1121.0
8855,3.4,177.0,1319.0
8856,5.4,225.0,1829.0
8857,6.5,234.0,2000.0
8858,6.5,227.0,2001.0
8859,4.0,192.0,1598.0
8860,2.1,158.0,1383.0
8861,1.6,149.0,1238.0
8862,1.5,140.0,1023.0
8863,0.7,79.0,659.0
8864,0.7,69.0,657.0
8865,0.6,72.0,764.0
8866,0.5,58.0,667.0
8867,0.4,59.0,667.0
8868,0.6,88.0,856.0
8869,0.9,110.0,940.0
8870,2.6,151.0,1406.0
8871,3.3,158.0,1617.0
8872,4.0,194.0,1694.0
8873,3.1,181.0,1473.0
8874,2.2,161.0,1087.0
8875,2.1,143.0,945.0
8876,2.2,142.0,905.0
8877,1.9,146.0,903.0
8878,2.5,166.0,1041.0
8879,2.9,172.0,1194.0
8880,3.9,196.0,1533.0
8881,6.3,243.0,1932.0
8882,7.4,248.0,2140.0
8883,5.7,233.0,1871.0
8884,2.3,174.0,1435.0
8885,1.5,149.0,1303.0
8886,1.4,134.0,1199.0
8887,1.1,123.0,1069.0
8888,0.9,111.0,989.0
8889,0.7,93.0,899.0
8890,0.6,97.0,850.0
8891,0.6,86.0,828.0
8892,0.8,99.0,902.0
8893,1.0,99.0,902.0
8894,2.1,129.0,1222.0
8895,4.2,161.0,1784.0
8896,4.3,202.0,1761.0
8897,3.2,200.0,1634.0
8898,2.8,194.0,1527.0
8899,2.4,173.0,1192.0
8900,2.5,169.0,1023.0
8901,2.9,188.0,1251.0
8902,3.0,211.0,1082.0
8903,3.6,210.0,1348.0
8904,3.5,193.0,1365.0
8905,4.8,227.0,1827.0
8906,4.4,223.0,1879.0
8907,4.9,229.0,1915.0
8908,2.9,194.0,1705.0
8909,2.1,171.0,1610.0
8910,1.6,147.0,1300.0
8911,1.2,111.0,1093.0
8912,0.9,104.0,986.0
8913,0.7,90.0,846.0
8914,-200.0,81.0,822.0
8915,0.5,69.0,714.0
8916,0.6,84.0,838.0
8917,1.3,123.0,1109.0
8918,3.8,166.0,1676.0
8919,5.6,189.0,1976.0
